_time,AP_channel,RSSI,channel_width,client_ID,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,obstacles,radio,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_drop_misc,router_rx_duration_us,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_duration_us,router_tx_failed,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms
2026-05-30 22:11:49.277000+00:00,149,-31,80.0,3.0,1,2.0,0.0007391735249769,2896,39.175,5.117777777777777,15.772,433,1.0,0,1.0,330.359,-92.0,1,2.0,8177403.0,433.3,-53.0,-54.0,39.0,8877727.0,262.0,390.0,262.0,4.0,0,3.0,-45.0,24,321.02686490807355,255.98450338510557,0.0,0,9.605
2026-05-30 22:12:46.409000+00:00,149,-34,80.0,2.0,1,2.0,0.0007847821803455,2896,39.796,5.797777777777778,17.391,433,1.0,0,1.0,330.359,-92.0,2,1.0,6491196.0,433.3,-50.0,-51.0,42.0,9378222.0,3179.0,390.0,3179.0,4.0,0,3.0,-27.0,22,321.1873302009397,179.77677784419208,0.0,0,6.917
2026-05-30 22:15:52.735000+00:00,149,-29,80.0,1.0,1,2.0,0.0,0,2.292,3.605555555555555,5.028,650,1.0,0,1.0,619.0,-92.0,2,0.0,1894391.0,780.0,-48.0,-42.0,44.0,8782863.0,3145.0,780.0,3145.0,4.0,0,3.0,-22.0,36,629.0062556252427,75.42066897761455,0.0,0,1.664
2026-05-30 22:17:01.508000+00:00,149,-27,80.0,1.0,0,2.0,0.0015923217225818,4992,2.478,0.6355555555555555,2.981,234,1.0,0,1.0,619.0,-92.0,2,1.0,3659111.0,585.0,-40.0,-41.0,52.0,1630145.0,19.0,780.0,19.0,4.0,0,3.0,-22.0,0,305.6014823793845,143.5828647181274,0.0,0,1.695
2026-05-30 22:17:09.910000+00:00,149,-25,80.0,3.0,1,2.0,0.0007532764194849,2896,34.296,7.273333333333331,16.269,433,1.0,0,1.0,330.359,-92.0,1,1.0,3531016.0,433.3,-46.0,-47.0,46.0,8624188.0,228.0,390.0,228.0,4.0,0,3.0,-39.0,19,323.3152958562157,97.30668470260592,0.0410348600906675,21,21.109
2026-05-30 22:18:07.032000+00:00,149,-34,80.0,2.0,1,2.0,0.0007198159975327,2896,25.963,5.583333333333333,18.674,433,1.0,0,1.0,330.359,-92.0,1,2.0,7202170.0,433.3,-48.0,-49.0,44.0,9189403.0,309.0,390.0,309.0,4.0,0,3.0,-27.0,22,331.2506408077577,214.22520430107528,0.0,0,9.247
2026-05-30 22:21:21.494000+00:00,149,-30,80.0,1.0,1,2.0,0.0,0,1.737,1.518888888888889,4.057,650,1.0,0,1.0,619.0,-92.0,3,0.0,1868208.0,780.0,-48.0,-42.0,44.0,8818180.0,8073.0,780.0,8073.0,4.0,0,3.0,-25.0,33,568.6220599413579,70.47277058046129,0.0442720411519163,21,1.345
2026-05-30 22:22:29.033000+00:00,149,-27,80.0,1.0,2,2.0,0.0,0,1.737,34.58488888888889,24.4506,234,1.0,0,1.0,619.0,-92.0,3,0.0,0.0,866.7,-51.0,-40.0,41.0,0.0,0.0,780.0,0.0,4.0,1,3.0,-16.0,31,0.0,0.0,0.0,0,1.345
2026-05-30 22:22:30.596000+00:00,149,-31,80.0,3.0,1,2.0,0.0007607143250408,2896,29.366,10.33111111111111,20.989,433,1.0,0,1.0,330.359,-92.0,1,2.0,8255280.0,433.3,-54.0,-55.0,39.0,8698483.0,123.0,390.0,123.0,4.0,0,3.0,-39.0,19,316.74096733593046,258.41880950014905,0.0,0,9.864
2026-05-30 22:23:27.676000+00:00,149,-44,80.0,2.0,1,2.0,0.0007200155348324,2896,34.905,4.248888888888889,16.158,433,1.0,0,1.0,330.359,-92.0,1,2.0,6394276.0,433.3,-54.0,-55.0,38.0,9374911.0,94.0,390.0,94.0,4.0,0,3.0,-27.0,22,332.1224523095381,175.24976149711327,0.0,0,5.916
2026-05-30 22:26:51.428000+00:00,149,-32,80.0,1.0,1,2.0,0.0,0,2.716,5.424444444444445,7.732,650,1.0,0,1.0,563.578,-92.0,1,0.0,2055617.0,650.0,-46.0,-40.0,46.0,9297439.0,12733.0,702.0,12733.0,4.0,0,3.0,-21.0,43,506.0879070311216,81.4222025620879,0.0,0,1.604
2026-05-30 22:27:51.211000+00:00,149,-34,80.0,3.0,1,2.0,0.0007685279075093,2896,29.32,6.63111111111111,14.212,433,1.0,0,1.0,330.359,-92.0,1,0.0,8182577.0,433.3,-50.0,-51.0,43.0,8880164.0,532.0,390.0,532.0,4.0,0,3.0,-32.0,25,322.800007996002,261.1535971366077,0.0,0,11.185
2026-05-30 22:28:48.286000+00:00,149,-34,80.0,2.0,1,2.0,0.0007318105259259,2896,27.205,4.228888888888888,16.552000000000003,433,1.0,0,1.0,330.359,-92.0,1,4.0,6653032.0,433.3,-46.0,-47.0,46.0,9324003.0,255.0,390.0,255.0,4.0,0,3.0,-27.0,22,330.3459822088956,184.5710412238005,0.0,0,6.941
2026-05-30 22:32:20.282000+00:00,149,-38,80.0,1.0,1,2.0,0.0175037083127425,120184,2.771,1.5144444444444445,4.251,780,1.0,0,1.0,563.578,-92.0,4,0.0,2002087.0,650.0,-48.0,-42.0,44.0,8589617.0,6090.0,702.0,6090.0,4.0,0,3.0,-23.0,41,547.4940321397071,76.47116609277796,0.0,0,1.653
2026-05-30 22:33:11.830000+00:00,149,-29,80.0,3.0,1,2.0,0.0008674953563836,2896,32.093,111.428,176.07666666666668,433,1.0,0,1.0,330.359,-92.0,3,0.0,8162121.0,433.3,-48.0,-49.0,44.0,7649262.0,634.0,390.0,634.0,4.0,0,3.0,-32.0,25,274.9538746877186,262.11791342422134,0.0,0,8.982
2026-05-30 22:34:09.151000+00:00,149,-34,80.0,2.0,1,2.0,0.0007193318670753,2896,29.007,5.110000000000001,15.009,433,1.0,0,1.0,330.359,-92.0,3,1.0,6827452.0,433.3,-49.0,-50.0,43.0,9263241.0,240.0,390.0,240.0,4.0,0,3.0,-27.0,22,329.573422373288,194.7295796178344,0.0,0,7.681
